,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
771,Rowdy Gari Pellam,1991.0,,Drama            ,    A criminal decides to redeem himself after marriage but his former boss resents this.,0,3.8,213
772,Paper Boy,2018.0,,Romance            ,    The film is a rom-com which explores the life of a young paperboy.,125,6.5,212
773,Mister,2017.0,UA,Drama            ,"    Chai lives in Spain with his family where he meets and falls in love with Meera. Chai's fate takes a turn when he travels to India and meets Chandramukhi, who falls for him.",160,3.9,212
774,Raju Gari Gadhi,2015.0,UA,Horror            ,    There is a haunted house in Nandigama. Dead bodies of 34 people resurface in house's well over a period of time. A TV channel plans to host a reality show in that haunted house.,135,5.0,211
775,Thodarum,1999.0,,"Drama, Romance            ","    Family and personal life is messed up for a cool dude, when suddenly his possessive wife doubts/links up a relationship with a girl from his office.",149,5.4,210
776,Allari Mogudu,1992.0,U,"Drama, Comedy            ",nan,104,5.7,209
777,Nirnayam,1991.0,U,"Action, Comedy, Drama            ",nan,170,7.0,207
778,Dharma Bhai,2018.0,UA,"Action, Drama            ","    Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad.",130,3.0,205
779,Software Sudheer,2019.0,UA,Drama            ,"    Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair ...                See full summary »",125,6.0,205
780,Bhageeratha,2005.0,,"Action, Drama            ",    Krishna Lanka is an island in Godavari districts. The only way of commuting to that island is by boats. Lots of people die due to bad whether conditions while they travel. Krishna Lanka's ...                See full summary »,0,5.6,205
781,Azaad,2000.0,,"Action, Drama            ","    Anjali is a Journalist, who lives a middle-class lifestyle along with her widower dad in Hyderabad, Andhra Pradesh. One day while traveling by State Transport bus along with her dad and her...                See full summary »",0,6.2,205
782,Minugurulu,2012.0,,"Drama, Family            ","    Raju a 13 year old child passionate about films who always wanted to be a filmmaker become blind in an accident. Drunkard and irresponsible father puts Raju in a blind orphanage,claiming ...                See full summary »",109,7.5,204
783,Raaja Paarvai,1981.0,Unrated,"Drama, Romance            ",    The story is about a blind violinist who falls in love with a rich girl and ends up facing many difficulties.,144,7.2,204
784,Vijayendra Varama,2004.0,A,"Action, Thriller            ","    A man(Balakrishna) living in a village with a wife(Laya) and a child finds out that he is good at combative skills. After learning that he has amnesia, he goes in his search to find his identity and his past.",0,2.0,203
785,Mogudu,2011.0,UA,Drama            ,"    A couple truly in love get married. On the day of marriage just after the ritual due to a stupid reason an argument sparks, egoes crash which turns into violence. The couple separates. How they finally unite is rest of the movie.",159,3.8,202
786,Jayam Manadera,2000.0,,Drama            ,    Abhiram is a fun loving guy staying with his parents in London. 8 people won the contest of an opportunity to tour Europe. Uma is one of them. Abhiram likes Uma and acts as a tour companion for them during their stay in Europe.,151,6.3,202
787,Oxygen,2017.0,UA,"Action, Thriller            ","    Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda.",156,5.5,201
788,Athaku Yamudu Ammayiki Mogudu,1989.0,U,"Action, Comedy, Drama            ","    After a poor man marries a rich woman, he has to contend with his rich, arrogant mother-in-law.",140,7.0,201
789,Sindhooram,1997.0,,"Action, Drama, Romance            ",    A young man in a village who wants to become a police officer ends up becoming a terrorist due to being framed.,144,7.4,199
790,Bezawada,2011.0,A,"Action, Crime            ","    A man vows to avenge the death of his brothers, after they killed by a goon, who is also an aspiring politician. How he avenges forms the rest of the story of this violent saga set in a land of bloodshed and wars.",105,3.3,198
791,Satyam,2003.0,,Romance            ,"    Despite his best intentions, Satyam, an aspiring songwriter, is misunderstood by his family and his love interest, Ankita.",144,6.7,198
792,Avunu Valliddaru Ishtapaddaru,2002.0,U,"Comedy, Romance, Drama            ",nan,150,6.6,198
793,Baladoor,2008.0,UA,"Action, Comedy            ","    Chanti respects his uncle Rama Krishna more than his father Purshrotam. Rama Krishna has enmity with Umapathi because of something that happened 20 years ago. Later, Chanti is kicked out of...                See full summary »",0,4.0,197
794,2 Hours Love,2019.0,UA,Romance            ,    Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.,150,6.7,197
795,Sakalakala Vallavan,1982.0,U,"Action, Comedy, Romance            ","    A young agriculturist Velu (Kamal Hassan) goes to extremes to attain revenge against his devious landlord and her family. He is an upright young man, but when his family gets cheated out of...                See full summary »",138,6.7,197
796,MLA,2018.0,UA,"Action, Drama            ",    An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,130,5.2,194
797,Appula Appa Rao,1991.0,U,Comedy            ,nan,139,7.3,193
798,Radha,2017.0,,"Action, Comedy, Romance            ",    A romantic drama starring Sharwanand and Lavanya Tripathi.,126,5.4,192
799,Ladies Tailor,1985.0,,Comedy            ,"    In the Godavari delta, a tailor specializing in bodices for women begins a quest for the ideal bride, guided by a soothsayer's prediction that the woman will have a birthmark on her right thigh.",0,7.1,192
800,Abhilasha,,A,Thriller            ,"    A young lawyer strives to remove the death sentence from the judicial system. With support from his mentor, he devises an ingenious plan. When the plan goes terribly wrong halfway through, he has to race against time to save his own life.",145,7.3,192
801,Srimannarayana,2012.0,,Drama            ,"    A journalist fights crime, while getting revenge for his father's death.",135,4.1,190
802,Katha Screenplay Darsakatvam: Appalaraju,2011.0,,Comedy            ,    An aspiring director gets his chance to direct his dream project only to get his project changed by the film crew from an emotional drama to a comedy one.,0,5.0,190
803,Chandralekha,1998.0,U,"Comedy, Romance            ",    Seetha Rama Rao leads a tumultuous financial life until his world is turned upside down after pulling the beautiful Chandra from a car wreck. When Chandra's parents show up to the hospital ...                See full summary »,151,6.7,190
804,Maharadhi,2007.0,,Action            ,    A common man and his Handicap Sister struggles in the modern world. How they are gonna fight them back is all story about.,149,2.1,189
805,Speedunnodu,2016.0,UA,"Comedy, Romance            ",    Speedunnodu is a remake of the Tamil hit film - Sundarapandian. The film is a romantic comedy about a young man and the girl he is trying to woo for his friend.,120,4.6,188
806,Subhalekha,1982.0,U,"Family, Drama, Musical            ",nan,139,7.3,188
807,Asura,2015.0,,"Action, Drama            ",    The story deals with the ego between a jailor(cop) and the prisoner who is subjected to death.,120,6.5,187
808,Palnati Brahmanayudu,2003.0,,"Action, Drama            ",    The Saga of a village where the ancient religious commandments are believed. A man(Balakrishna) fulfills his destiny to bring justice to his village.,180,2.5,187
809,@ Nartanasala,2018.0,Not Rated,Drama            ,"    Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just ...                See full summary »",139,3.7,185
810,Nuvvu Nenu,2001.0,,Romance            ,nan,135,6.7,185
811,Rowdy Mogudu,1993.0,,Drama            ,nan,129,4.5,183
812,Vijetha,2018.0,U,Drama            ,    Srinivasa Rao (Murli Sharma) does his best to give his children everything they seek and fulfil even the smallest of their desires. His son Ram (Kalyaan Dhev) grows up oblivious to all the ...                See full summary »,141,6.8,182
813,Ravoyi Chandamama,1999.0,U,"Drama, Romance            ",nan,0,4.8,179
814,Dream,,UA,"Action, Crime, Mystery            ",    Dream is a journey into the mind of the protagonist. All the puzzles faced by the protagonist are experienced by the audience.,126,8.3,178
815,Preminchukundam Raa,1997.0,U,Romance            ,    The story of two lovers who overcome all the hurdles to get united.,151,7.2,178
816,Vasantham,2003.0,,"Drama, Romance            ",    The story revolves around two friends who overcome the problems in their personal marriage lives with their friendship.,0,5.6,178
817,Chanti,1992.0,U,"Drama, Romance            ","    When an astrologer predicts that Nandini would marry a person of her choice, her possessive brothers decide to guard her. Can they stop her from marrying the person of her choice ?",139,7.0,178
818,Bobbili Raja,1990.0,,"Action, Romance            ","    Raja after knowing his true identity, teaches a lesson to his enemies.",155,6.9,177
819,Kataka,2017.0,UA,"Horror, Thriller            ",    Kumar who works in a city as school teacher is fed up of the city life and plans to come back to his native and fulfill his dream of starting a school which will offer a stress less ...                See full summary »,107,7.5,173
820,Dongala Mutha,2011.0,U,"Action, Crime, Thriller            ",    3 people try to escape from the captivity of a group of kidnappers.,90,3.7,173
821,Chitemma Mogudu,1992.0,,Comedy            ,"    The young village girl Chitti (Divya Bharti) is a bubbly and fun-loving childwoman. She is enjoying life with her young group of friends consisting of three younger boys. One day, while ...                See full summary »",140,4.4,173
